product_id,product_name,product_description,weight,price,promotion_id,dimension_id,supplier_id
PR00948,Ergonomic Headphones,High quality,9.89,10.55,PM00942,DM00143,SP00405
PR00949,Dual-Screen Smartwatch,Durable,3.27,861.92,PM00398,DM00023,SP00102
PR00950,Slim Power Bank,Versatile use,13.78,339.69,PM00701,DM00408,SP00947
PR00951,Dual-Screen Smartphone,Innovative technology,19.14,673.66,PM00973,DM00596,SP00271
PR00952,Heavy-Duty External Hard Drive,Durable,9.34,514.59,PM00426,DM00133,SP00102
PR00953,Ultra Printer,Ergonomic,5.18,719.95,PM00914,DM00893,SP00867
PR00954,Solar Router,Innovative technology,16.69,767.63,PM00302,DM00727,SP00544
PR00955,Slim Smart Glasses,Ergonomic,4.14,193.26,PM00422,DM00838,SP00457
PR00956,Rugged eReader,Innovative technology,12.65,641.44,PM00443,DM00952,SP00696
PR00957,High-Speed Nintendo,Sleek and modern,2.04,237.88,PM00505,DM00617,SP00010
PR00958,Sleek eReader,Durable,2.34,593.79,PM00167,DM00901,SP00348
PR00959,Slim Camera,Compact design,13.73,943.28,PM00361,DM00115,SP00585
PR00960,Vintage Smartphone,Innovative technology,10.09,935.54,PM00238,DM00025,SP00479
PR00961,Lite Camera,Sleek and modern,4.08,112.48,PM00020,DM00131,SP00672
PR00962,High-Resolution Monitor,Ergonomic,7.68,484.12,PM00347,DM00573,SP00061
PR00963,Rugged Headphones,Innovative technology,6.79,600.43,PM00269,DM00935,SP00636
PR00964,Lite Mouse,User-friendly,17.42,154.1,PM00715,DM00867,SP00201
PR00965,SE Monitor,Sleek and modern,11.3,307.17,PM00362,DM00489,SP00540
PR00966,Ultra-Light Printer,Compact design,2.93,314.22,PM00974,DM00633,SP00479
PR00967,Heavy-Duty Monitor,Compact design,7.36,491.61,PM00449,DM00795,SP00732
PR00968,Vintage Camera,Compact design,0.9,432.63,PM00963,DM00357,SP00687
PR00969,AI-Powered Router,Energy efficient,8.51,794.57,PM00398,DM00275,SP00174
PR00970,Advanced Smart Speaker,Versatile use,13.76,289.92,PM00722,DM00080,SP00488
PR00971,Premium Fitness Tracker,Energy efficient,11.28,666.87,PM00978,DM00883,SP00418
PR00972,Premium Gaming Chair,High quality,16.62,40.81,PM00494,DM00329,SP00016
PR00973,High-Speed Desk Lamp,Energy efficient,15.63,975.71,PM00954,DM00024,SP00260
PR00974,Touch Gaming Chair,Versatile use,13.66,726.99,PM00704,DM00497,SP00004
PR00975,AI-Powered Gaming Chair,Energy efficient,19.53,810.85,PM00821,DM00324,SP00241
PR00976,Solar Recorder,Compact design,18.28,787.83,PM00756,DM00267,SP00207
PR00977,Lite Recorder,Sleek and modern,3.69,488.79,PM00035,DM00730,SP00684
PR00978,Smart Tablet,Ergonomic,16.42,238.51,PM00435,DM00685,SP00246
PR00979,Rugged Camera,Eco-friendly,17.26,17.17,PM00896,DM00620,SP00809
PR00980,High-Performance Laptop,Eco-friendly,3.93,671.98,PM00315,DM00033,SP00478
PR00981,Mini Fitness Tracker,Ergonomic,16.05,473.83,PM00660,DM00875,SP00409
PR00982,HD Headphones,Sleek and modern,16.57,382.36,PM00793,DM00211,SP00391
PR00983,Rugged Recorder,Energy efficient,0.54,767.81,PM00248,DM00349,SP00731
PR00984,Dual-Screen Headphones,User-friendly,5.92,390.01,PM00135,DM00170,SP00508
PR00985,Lite Action Cam,Sleek and modern,9.79,387.53,PM00541,DM00469,SP00744
PR00986,Compact Monitor,High quality,17.38,729.85,PM00040,DM00058,SP00031
PR00987,Sleek VR Headset,Ergonomic,14.27,920.44,PM00991,DM00036,SP00123
PR00988,Retro Camera,Durable,16.87,665.45,PM00799,DM00287,SP00851
PR00989,Mini External Hard Drive,Eco-friendly,19.05,619.61,PM00160,DM00674,SP00770
PR00990,Gaming Smartphone,User-friendly,9.86,286.93,PM00779,DM00931,SP00077
PR00991,Retro Action Cam,Versatile use,2.07,468.01,PM00088,DM00351,SP00620
PR00992,Mini Monitor,Energy efficient,17.22,239.8,PM00106,DM00005,SP00553
PR00993,SE External Hard Drive,Versatile use,8.65,163,PM00642,DM00924,SP00332
PR00994,Ultra Smart Speaker,Sleek and modern,8.19,709.48,PM00458,DM00747,SP00685
PR00995,Foldable External Hard Drive,Ergonomic,0.85,37.88,PM00618,DM00186,SP00194
PR00996,Gaming Console,Innovative technology,16.96,167.29,PM00442,DM00973,SP00296
PR00997,Portable Smart Glasses,Ergonomic,13.89,104.66,PM00267,DM00842,SP00258
PR00998,Touch Tablet,Compact design,0.71,248.22,PM00400,DM00354,SP00571
PR00999,Wireless Drone,Compact design,17.8,888.54,PM00662,DM00377,SP00402
PR01000,Solar Smart Speaker,Ergonomic,3.36,917.52,PM00487,DM00640,SP00898
